Name	Rarity	Type	Sub-Type	Class	Cost	Attack	HP	CanGet	Decription
Prince Keleseth	Legendary	Minion	General	Any	2	2	2	true	Battlecry: If your deck has no 2-cost cards, give all minions in your deck +1/+1.Three Princes stand before you. This one wants to buff his brothers.
Prince Malchezaar	Legendary	Minion	Demon	Any	5	5	6	true	When the game starts, add 5 extra Legendary minions to your deck.He was super excited to acquire Gorehowl at a garage sale!  Then super disappointed to find out it was a foam reproduction.
Prince Taldaram	Legendary	Minion	General	Any	3	3	3	true	Battlecry: If your deck has no 3-Cost cards, transform into a 3/3 copy of a minion.Three Princes stand before you. This one wants to copy others.
Prince Valanar	Legendary	Minion	General	Any	4	4	4	true	Battlecry: If your deck has no 4-Cost cards, gain Lifesteal and Taunt.Three Princes stand before you. This one devours one after another.
Princess Huhuran	Legendary	Minion	Beast	Hunter	5	6	5	true	Battlecry: Trigger a friendly minion's Deathrattle.She flitters around Ahn'Qiraj dreaming of the day she will meet a sweet prince, whom she can lay thousands of eggs with.
Professor Putricide	Legendary	Minion	General	Hunter	4	5	4	true	After you play a Secret, put another random Hunter Secret into the battlefield.Among his more notable inventions: A tentacle-groomer, a plague that would wipe out all life on Azeroth, and a fidget spinner.
Prophet Velen	Legendary	Minion	General	Priest	7	7	7	true	Double the damage and healing of your spells and Hero Power.He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.
Pyros	Legendary	Minion	Elemental	Mage	2	2	2	true	Deathrattle: Return this to your hand as a 6/6 that cost (6).If you strike her down, she shall become more powerful than you can possibly… well, she'll become a 6/6 anyways.
Ragnaros, Lightlord	Legendary	Minion	Elemental	Paladin	8	8	8	true	At the end of your turn, restore 8 health to a damaged friendly character.What happens when you try and corrupt a corrupted firelord? DOUBLE NEGATIVE, INSECT!
Raza the Chained	Legendary	Minion	General	Priest	5	5	5	true	Battlecry: If your deck has no duplicates, your Hero Power costs (1) this game."Could you do me a favor and get the keys from Kazakus?"
Rhok'delar	Legendary	Weapon		Hunter	7	4	2	true	Battlecry: If your deck has no minions, fill your hand with Hunter spells.Rhok'delar is ready to Rhok'de'casbah!
Rin, the First Disciple	Legendary	Minion	General	Warlock	6	3	6	true	Taunt.Deathrattle: Add 'The First Seal' to your hand.Signed and sealed, she delivers oblivion.
Rotface	Legendary	Minion	General	Warrior	8	4	6	true	Whenever this minion survives damage, summon a random Legendary minion.Daddy! I think I made a Legendary!
Sergeant Sally	Legendary	Minion	General	Any	3	1	1	true	Deathrattle: Deal damage equal to the minion's Attack to all enemy minions."Who is she? Where did she come from? We don't even have a police force here in Gadgetzan!!" - Mayor Noggenfogger
Shaku, the Collector	Legendary	Minion	General	Rogue	3	2	3	true	Stealth. Whenever this minions attacks, add a random card to your hand (from your opponent's class).Aya even staged an intervention once, but Shaku still insists that he is not a hoarder.
Sherazin, Corpse Flower	Legendary	Minion	General	Rogue	4	5	3	true	Deathrattle: Go dormant. Play 4 cards in a turn to revive this minion.A Tortollan gardener's worst nightmare.
Shifter Zerus	Legendary	Minion	General	Any	1	1	1	true	Each turn this is in your hand, transform it into a different minion.It's like being able to play with THREE angry chickens!
Sindragosa	Legendary	Minion	Dragon	Mage	8	8	8	true	Battlecry: Summon two 0/1 Frozen Champions."I recognize your effort but I think your magic still has room for improvement." - Sindragosa after taking a class on giving constructive feedback.
Skull of the Man'ari	Legendary	Weapon		Warlock	5	0	3	true	At the start of your turn, summon a Demon from your hand.Don't trust the skull.
Soggoth the Slitherer	Legendary	Minion	General	Any	9	5	9	true	TauntCan't be targeted by spells or Hero Powers.Don't tell Soggoth, but in the future he gets totally owned by the Master's Glaive and his skull becomes a tourist attraction.
Sonya Shadowdancer	Legendary	Minion	General	Rogue	3	2	2	true	Whenever a friendly minion dies, add a 1/1 copy of it to your hand. It costs (1).Love like you've never been hurt. Dance like a 1/1 is watching.
Spiritsinger Umbra	Legendary	Minion	General	Any	4	3	4	true	After you summon a minion, trigger its Deathrattle effect.She sees the fate of anyone she meets, but it's always the same: dinosaur attack.
Sunkeeper Tarim	Legendary	Minion	General	Paladin	6	3	7	true	TauntBattlecry: Set all other minions' Attack and Health to 3.Ironically, his favorite number is 4.
Swamp King Dred	Legendary	Minion	Beast	Hunter	7	9	9	true	After your opponent plays a minion, attack it.Swamp King Dred, more like Swamp King Dead, amiright?
Temporus	Legendary	Minion	Dragon	Priest	7	6	6	true	Battlecry: Your opponent takes two turns. Then you take two turns.Follows adventurers, seeking the ultimate time magic: the ability to reload.
The Beast	Legendary	Minion	Beast	Any	6	9	7	true	Deathrattle: Summon a 3/3 Finkle Einhorn for your opponent.He lives in Blackrock Mountain.  He eats Gnomes.  That's pretty much it.
The Black Knight	Legendary	Minion	General	Any	6	4	5	true	Battlecry: Destroy an enemy minion with Taunt.He was sent by the Lich King to disrupt the Argent Tournament.   We can pretty much mark that a failure.
The Boogeymonster	Legendary	Minion	General	Any	8	6	7	true	Whenever this attacks and kills a minion, gain +2/+2.Has 20 years of training in classical ballet, but ALLLLLL he ever gets asked to do is boogie.
The Caverns Below	Legendary	Spell		Rogue	1	-1	-1	true	Quest: Play five minions with the same name. Reward: Crystal Core.Why can't it ever be The Taverns Below?
The Curator	Legendary	Minion	Mech	Any	7	4	6	true	TauntBattlecry: Draw a Beast, Dragon, and Murloc from your deck.The Curator guards Azeroth’s deadliest creatures, but it’s secretly terrified of squirrels.
The Darkness	Legendary	Minion	General	Any	4	20	20	true	Starts dormant. Battlecry: Shuffle 3 Candles into the enemy deck. When drawn, this awakens.I would rather light a single candle than curse the darkness. But I'm willing to do both.
The Last Kaleidosaur	Legendary	Spell		Paladin	1	-1	-1	true	Quest: Cast 6 spells on your minions. Reward: Galvadon.“Impossible!” exclaimed the Silver Hand Recruit, his eyes filled with fear. Uther shook his head, turning the crystal until it caught the light: “Life finds a way.”
The Lich King	Legendary	Minion	General	Any	8	8	8	true	TauntAt the end of your turn, add a random Death Knight card to your hand."All that I am: anger, cruelty, vengeance, 8 attack - I bestow upon you, my chosen knight."
The Marsh Queen	Legendary	Spell		Hunter	1	-1	-1	true	Quest: Play seven 1-Cost minions.Reward: Queen Carnassa.Question: What's scarier, one giant angry dinosaur or 15 smaller vicious ones? Answer: AHHHHHHH THEY FOUND MEEEEEE
The Runespear	Legendary	Weapon		Shaman	8	3	3	true	After your hero attacks, Discover a spell and cast it with random targets.When asked what the runes do, the tauren smith smiled: "A little of this, a little of that..."
The Voraxx	Legendary	Minion	General	Any	4	3	3	true	After you cast a spell on this minion, summon a 1/1 Plant and cast another copy on it.I am the Voraxx. I speak for the weeds.
Tinkmaster Overspark	Legendary	Minion	General	Any	3	3	3	true	Battlecry: Transform another random minion into a 5/5 Devilsaur or a 1/1 Squirrel.Tinkmaster Overspark nearly lost his Tinker's license after the Great Ironforge Squirrel Stampede of '09.
Tirion Fordring	Legendary	Minion	General	Paladin	8	6	6	true	Divine Shield. Taunt. Deathrattle: Equip a 5/3 Ashbringer.If you haven't heard the Tirion Fordring theme song, it's because it doesn't exist.
Twig of the World Tree	Legendary	Weapon		Druid	4	1	5	true	Deathrattle: Gain 10 Mana Crystals.For druids who want to branch out.
Twin Emperor Vek'lor	Legendary	Minion	General	Any	7	4	6	true	TauntBattlecry: If your C'Thun has at least 10 Attack, summon another Emperor.Do they make decisions based on age? "I'm two minutes older therefore we burn this village."
Tyrantus	Legendary	Minion	Beast	Druid	10	12	12	true	Can't be targeted by Spells or Hero Powers.Millennia of evolutionary pressures turned his species into the Faerie Dragons we know today.
Unite the Murlocs	Legendary	Spell		Shaman	1	-1	-1	true	Quest: Summon 10 Murlocs.Reward: Megafin.Form feet and legs! Form arms and body! Oh. Sorry. I was thinking about Mechafin.
Val'anyr	Legendary	Weapon		Paladin	6	4	2	true	Deathrattle: Give a minion in your hand +4/+2. When it dies, reequip this.Recently unearthed in one of the deepest kobold caves. Traded for a large candle.
White Eyes	Legendary	Minion	General	Shaman	5	5	5	true	TauntDeathrattle: Shuffle 'The Storm Guardian' into your deck.My life for Aya!
Wickerflame Burnbristle	Legendary	Minion	General	Paladin	3	2	2	true	Divine Shield, Taunt, LifestealWickerflame spent years as a recruit for the Goons, never making the big-time because he always fired his chest-cannon too slowly. "Hey," he thought, "maybe if I keep my beard lit on fire, I can do this faster." BOOM, promoted.
Woecleaver	Legendary	Weapon		Warrior	8	3	3	true	After your hero attacks, Recruit a minion.Turn that frown into TWO frowns!
Wrathion	Legendary	Minion	General	Any	6	4	5	true	Taunt. Battlecry: Draw cards until you draw one that isn't a Dragon.Wrathion, son of Deathwing, is a dragon. Why isn't he tagged as a dragon, you ask? WHAT, ARE YOU TRYING TO BLOW HIS COVER??
Xaril, Poisoned Mind	Legendary	Minion	General	Rogue	4	3	2	true	Battlecry and Deathrattle: Add a random Toxin card to your hand.It's basically your own fault if you go around drinking weird green potions handed out by creepy mantid dudes.
Y'Shaarj, Rage Unbound	Legendary	Minion	General	Any	10	10	10	true	At the end of your turn, put a minion from your deck into the battlefield.When he's working out, he binds all that rage back into a ponytail.
Yogg-Saron, Hope's End	Legendary	Minion	General	Any	10	7	5	true	Battlecry: Cast a random spell for each spell you've cast this game (targets chosen randomly).I spell your doom... Y-O-U-R D-O-O-M!
Ysera	Legendary	Minion	Dragon	Any	9	4	12	true	At the end of your turn, add a Dream Card to your hand.Ysera rules the Emerald Dream.  Which is some kind of green-mirror-version of the real world, or something?
Zola the Gorgon	Legendary	Minion	General	Any	3	2	2	true	Battlecry: Choose a friendly minion. Add a Golden copy of it to your hand.Her name seems a bit cheesy.
Abomination	Rare	Minion	General	Any	5	4	4	true	Taunt. Deathrattle: Deal 2 damage to ALL characters.Abominations enjoy Fresh Meat and long walks on the beach.
Addled Grizzly	Rare	Minion	Beast	Druid	3	2	2	true	After you summon a minion, give it +1/+1.Druids who spend too long in bear form are more susceptible to the whispers of the Old Gods. Right now they are whispering the lyrics to "La Bamba".
Alarm-o-Bot	Rare	Minion	Mech	Any	3	0	3	true	At the start of your turn, swap this minion with a random one in your hand.WARNING.  WARNING.  WARNING.
Aldor Peacekeeper	Rare	Minion	General	Paladin	3	3	3	true	Battlecry: Change an enemy minion's Attack to 1.The Aldor hate two things: the Scryers and smooth jazz.
Alley Armorsmith	Rare	Minion	General	Warrior	5	2	7	true	Taunt Whenever this minion deal damage, gain that much Armor.The rent is cheap and she passes the savings onto YOU!
Ancestral Spirit	Rare	Spell		Shaman	2	-1	-1	true	Give a minion "Deathrattle: Resummon this minion."It was just a flesh wound.
Ancient Mage	Rare	Minion	General	Any	4	2	5	true	Battlecry: Give adjacent minions Spell Damage +1.Sometimes he forgets and just wanders into someone else's game.
Ancient Shieldbearer	Rare	Minion	General	Warrior	7	6	6	true	Battlecry: If your C'Thun has at least 10 Attack, gain 10 Armor.Back in her day, each shield weighed two tons and she had to carry four of them on each arm!
Ancient Watcher	Rare	Minion	General	Any	2	4	5	true	Can't attack.Why do its eyes seem to follow you as you walk by?
Angry Chicken	Rare	Minion	Beast	Any	1	1	1	true	Enrage: +5 Attack.There is no beast more frightening (or ridiculous) than a fully enraged chicken.
Arcane Golem	Rare	Minion	General	Any	3	4	4	true	Battlecry: Give your opponent a Mana Crystal.Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces.
Argent Commander	Rare	Minion	General	Any	6	4	2	true	ChargeDivine ShieldThe Argent Dawn stands vigilant against the Scourge, as well as people who cut in line at coffee shops.
Armorsmith	Rare	Minion	General	Warrior	2	1	4	true	Whenever a friendly minion takes damage, gain 1 Armor.She accepts guild funds for repairs!
Arrogant Crusader	Rare	Minion	General	Paladin	4	5	2	true	Deathrattle: If it's your opponent's turn, summon a 2/2 Ghoul.To be honest, he was kind of a jerk even BEFORE he was bitten by that ghoul.
Auchenai Soulpriest	Rare	Minion	General	Priest	4	3	5	true	Your cards and powers that restore Health now deal damage instead.The Auchenai know the end is coming, but they're not sure when.
Avalanche	Rare	Spell		Shaman	4	-1	-1	true	Freeze a minion and deal 3 damage to adjacent ones.One of our more snowbally cards.
Avian Watcher	Rare	Minion	General	Any	5	3	6	true	Battlecry: If you control a Secret, gain +1/+1 and Taunt.He mostly watches light romantic comedies.
Babbling Book	Rare	Minion	General	Mage	1	1	1	true	Battlecry: Add a random Mage spell to your hand.His idol is the Green Hills of Stranglethorn, and he won't shut up about it.
Backroom Bouncer	Rare	Minion	General	Any	4	4	4	true	Whenever a friendly minion dies, gain +1 Attack."WHY ARE YOU IN THE BACK ROOM? WHO IS WATCHING THE FRONT?!"
Bite	Rare	Spell		Druid	4	-1	-1	true	Give your hero +4 Attack this turn. Gain 4 Armor.Chew your food!
Blackwater Pirate	Rare	Minion	Pirate	Any	4	2	5	true	Your weapons cost (2) less."Look, they fell off the back of a ship, do you want them or not? I have a meeting with Y'Shaarj in like ten minutes."
Blade Flurry	Rare	Spell		Rogue	4	-1	-1	true	Destroy your weapon and deal its damage to all enemy minions."Look, it's not just about waving daggers around really fast.  It's a lot more complicated than that." - Shan, Rogue Trainer
Blessed Champion	Rare	Spell		Paladin	5	-1	-1	true	Double a minion's Attack.This card causes double the trouble AND double the fun.
Blizzard	Rare	Spell		Mage	6	-1	-1	true	Deal 2 damage to all enemy minions and Freeze them.This spell can be very Entertaining.
